"college","cour","section","instructor","max","open"
"EDU","EDUC403.","1","Sybil Martin",25,15
"EDU","EDUC404.","1","Catherine Harrington",25,15
"EDU","EDUC423.","1","TBA #Staff",25,25
"EDU","EDUC430.","1","Katherine Perrotta",25,23
"EDU","EDUC453.","1","Matthew Sroka",25,17
"EDU","EDUC456.","1","Glenda Morrissey",25,24
"EDU","EDUC460.","1HMD1R","TBA #Staff",30,30
"EDU","EDUC462.","1HMD1M","TBA #Staff",30,30
"EDU","EDUC468.","1","Matthew Sroka",25,22
"EDU","EDUC478.","2HMD1R","TBA #Staff",30,29
"EDU","EDUC480.","1","Sybil Martin",10,0
"EDU","EDUC485.","7","Debbie Hammond",33,33
"EDU","EDUC485.","3M1","Iris Williams",30,28
"EDU","EDUC485.","3M2","Sheila Thompson",30,30
"EDU","EDUC485.","3M3","Rhonda Moulder",30,29
"EDU","EDUC485.","3M4","Barbara Nash",30,29
"EDU","EDUC485.","SROKA","Matthew Sroka",30,28
"EDU","EDUC487.","1","Sharon Augustine",1,0
"EDU","EDUC492.","4","Catherine Harrington",33,32
"EDU","EDUC492.","5","Brittan Braddock",10,9
"EGR","BME 288.","1","Edward O'Brien",20,5
"EGR","BME 288.","2","Joanna Thomas",20,5
"EGR","BME 302.","1","Edward O'Brien",20,8
"EGR","BME 302.","2","Edward O'Brien",20,16
"EGR","BME 312.","1","Ha Vo",48,21
"EGR","BME 420.","1","Joanna Thomas",24,6
"EGR","BME 440.","1","Sinjae Hyun",24,24
"EGR","BME 480.","1","Laura Moody",50,46
"EGR","BME 487.","1","Stephen Hill",75,50
"EGR","BME 488.","1","Hodge Jenkins",38,35
"EGR","BME 491.","2","Edward O'Brien",24,24
"EGR","BME 491.","3","Ha Vo",10,10
"EGR","BME 492.","1","Ha Vo",2,2
"EGR","BME 493.","1","Sinjae Hyun",5,5
"EGR","ECE 311.","1","Ruiyun Fu",24,11
"EGR","ECE 322.","1","Hunmin Kim",24,17
"EGR","ECE 323.","1","Donald Ekong",38,12
"EGR","ECE 340.","1","Jeng-Nan Juang",44,0
"EGR","ECE 404.","1","Makhin Thitsa",18,2
"EGR","ECE 424.","1","Anthony Choi",25,7
"EGR","ECE 425.","1","Donald Ekong",27,5
"EGR","ECE 431.","1","Kevin Barnett",36,12
"EGR","ECE 451.","1","Behnam Kamali",18,4
"EGR","ECE 480.","1","Laura Moody",150,149
"EGR","ECE 481.","1","Laura Moody",150,149
"EGR","ECE 485.","1","Stephen Hill",150,131
"EGR","ECE 486.","1","Hodge Jenkins",150,150
"EGR","ECE 487.","1","Stephen Hill",150,134
"EGR","ECE 488.","1","Hodge Jenkins",150,148
"EGR","ECE 491.","1","Ruiyun Fu",25,11
"EGR","ECE 491.","2","Edward O'Brien",12,12
"EGR","ECE 491.","4","Kevin Barnett",25,6
"EGR","ECE 492.","1","Donald Ekong",8,7
"EGR","ECV 290.","1","Sarah Bauer",24,6
"EGR","ECV 290L","1","Sarah Bauer",28,8
"EGR","ECV 310.","1","Rebecca Etter",24,9
"EGR","ECV 320.","1","Natalia Cardelino",24,10
"EGR","ECV 320L","1","Natalia Cardelino",30,19
"EGR","ECV 322.","1","Alireza Shams",24,14
"EGR","ECV 385.","1","Philip McCreanor",24,7
"EGR","ECV 402.","1","Rebecca Etter",12,8
"EGR","ECV 445.","1","Kleio Avrithi",24,14
"EGR","ECV 445L","1","Philip McCreanor",28,25
"EGR","ECV 480.","1","Laura Moody",75,75
"EGR","ECV 481.","1","Laura Moody",75,74
"EGR","ECV 485.","1","Stephen Hill",25,17
"EGR","ECV 486.","1","Hodge Jenkins",38,38
"EGR","ECV 487.","1","Stephen Hill",75,73
"EGR","ECV 488.","1","Hodge Jenkins",75,73
"EGR","ECV 490.","1","Rebecca Etter",9,7
"EGR","ECV 491.","1","Philip McCreanor",1,0
"EGR","EGR 101.","1","Philip McCreanor",30,11
"EGR","EGR 107.","1","Michael Marcoux",27,1
"EGR","EGR 107.","2","Robert Gill",24,0
"EGR","EGR 107.","3","Joanna Thomas",24,0
"EGR","EGR 107.","4","Alireza Shams",24,0
"EGR","EGR 126.","1","Shruthi Vikraman",28,0
"EGR","EGR 126.","3","Shruthi Vikraman",30,1
"EGR","EGR 126.","4","Anthony Choi",24,0
"EGR","EGR 190.","1","Scott Schultz",10,10
"EGR","EGR 201.","1","Philip McCreanor",30,3
"EGR","EGR 232.","3","Natalia Cardelino",24,0
"EGR","EGR 232.","4","Kleio Avrithi",30,0
"EGR","EGR 232.","5","Kleio Avrithi",28,0
"EGR","EGR 232.","6","Todd Davis",24,4
"EGR","EGR 235.","1","Loren Sumner",28,18
"EGR","EGR 235.","2","Robert Gill",31,4
"EGR","EGR 236.","1","Hodge Jenkins",27,2
"EGR","EGR 244.","1","Makhin Thitsa",42,0
"EGR","EGR 244.","2","Kevin Barnett",70,34
"EGR","EGR 244.","3","Edward O'Brien",32,1
"EGR","EGR 245.","2","Jeng-Nan Juang",24,2
"EGR","EGR 246L","1","Kevin Barnett",18,2
"EGR","EGR 246L","2","Kevin Barnett",18,5
"EGR","EGR 251.","0W1","Shruthi Vikraman",150,46
"EGR","EGR 252.","1","Amro Khasawneh",26,0
"EGR","EGR 252.","2","Amro Khasawneh",26,0
"EGR","EGR 252.","3","Ramachandran Radharamanan",24,9
"EGR","EGR 301.","1","Philip McCreanor",35,32
"EGR","EGR 301.","2","Philip McCreanor",35,33
"EGR","EGR 301.","3","Philip McCreanor",35,33
"EGR","EGR 301.","4","Philip McCreanor",35,32
"EGR","EGR 301.","5","Kleio Avrithi",35,34
"EGR","EGR 301.","6","Kleio Avrithi",35,33
"EGR","EGR 301.","7","Kleio Avrithi",35,33
"EGR","EGR 301.","8","Kleio Avrithi",35,33
"EGR","EGR 301.","9","Sinjae Hyun",35,34
"EGR","EGR 301.","11","Sinjae Hyun",35,34
"EGR","EGR 312.","1","Michael Marcoux",24,0
"EGR","EGR 312.","2","Michael Marcoux",20,11
"EGR","EGR 312.","3","Pablo Biswas",20,1
"EGR","EGR 386.","1","Kevin Barnett",65,8
"EGR","EGR 386.","3","Ruiyun Fu",30,25
"EGR","EGR 401.","1","Philip McCreanor",30,29
"EGR","EGR 401.","2","Kleio Avrithi",30,29
"EGR","EGR 401.","3","Kleio Avrithi",30,29
"EGR","EGR 401.","4","Philip McCreanor",30,30
"EGR","EGR 401.","5","Ha Vo",30,27
"EGR","EGR 401.","6","Kleio Avrithi",30,29
"EGR","EGR 401.","8","Ha Vo",30,30
"EGR","EGR 401.","9","Ha Vo",30,28
"EGR","EGR 401.","10","Joanna Thomas",30,29
"EGR","EGR 401.","11","Anthony Choi",30,29
"EGR","EGR 401.","12","Philip McCreanor",30,29
"EGR","EGR 401.","13","Philip McCreanor",30,29
"EGR","EGR 401.","14","Natalia Cardelino",22,20
"EGR","EGR 401.","15","Natalia Cardelino",5,4
"EGR","EGR 401.","16","Sinjae Hyun",30,29
"EGR","EGR 401.","19","Sinjae Hyun",30,29
"EGR","EGR 491.","90","Sinjae Hyun",10,0
"EGR","IDM 355.","1","Pablo Biswas",24,14
"EGR","IDM 480.","1","Laura Moody",150,148
"EGR","IDM 487.","1","Stephen Hill",150,143
"EGR","IDM 488.","1","Hodge Jenkins",150,149
"EGR","ISE 302.","1","Scott Schultz",24,4
"EGR","ISE 327.","1","Melinda Hollingshed",24,14
"EGR","ISE 352.","1","Ramachandran Radharamanan",24,14
"EGR","ISE 412.","1","Laura Moody",25,19
"EGR","ISE 480.","1","Laura Moody",150,148
"EGR","ISE 484.","1","Ramachandran Radharamanan",26,9
"EGR","ISE 487.","1","Stephen Hill",150,142
"EGR","ISE 488.","1","Hodge Jenkins",150,149
"EGR","ISE 491.","1","Melinda Hollingshed",30,20
"EGR","ISE 499.","1","Melinda Hollingshed",2,1
"EGR","MAE 205.","1","Hodge Jenkins",24,1
"EGR","MAE 205.","2","Arash Afshar",24,8
"EGR","MAE 250L","1","Kenneth Marek",12,0
"EGR","MAE 250L","2","Kenneth Marek",12,0
"EGR","MAE 250L","3","Kenneth Marek",12,4
"EGR","MAE 310.","1","Chandan Roy",24,0
"EGR","MAE 310.","2","Chandan Roy",24,7
"EGR","MAE 320.","1","Alireza Sarvestani",28,1
"EGR","MAE 320.","2","Alireza Sarvestani",28,12
"EGR","MAE 330.","1","Loren Sumner",29,2
"EGR","MAE 330.","2","Loren Sumner",24,11
"EGR","MAE 335.","1","Chandan Roy",24,14
"EGR","MAE 402L","1","Dorina Mihut",12,1
"EGR","MAE 402L","2","Kenneth Marek",12,5
"EGR","MAE 402L","3","Arash Afshar",12,0
"EGR","MAE 402L","4","Robert Gill",12,0
"EGR","MAE 435.","1","Stephen Hill",34,0
"EGR","MAE 460.","1","Dorina Mihut",24,13
"EGR","MAE 460.","2","Dorina Mihut",33,4
"EGR","MAE 480.","1","Laura Moody",150,146
"EGR","MAE 487.","1","Stephen Hill",150,114
"EGR","MAE 488.","1","Hodge Jenkins",150,144
"EGR","MAE 491.","1","Kenneth Marek",24,2
"EGR","TCO 141.","1","Susan Codone",20,0
"EGR","TCO 141.","2","Bremen Vance",20,0
"EGR","TCO 141.","3","Hannah Nabi",20,1
"EGR","TCO 141.","4","Hannah Nabi",20,0
"EGR","TCO 220.","1","Philip Gallagher",20,13
"EGR","TCO 325.","1","Bremen Vance",20,12
"EGR","TCO 341.","1","Guiseppe Getto",20,6
"EGR","TCO 341.","2","Philip Gallagher",20,0
"EGR","TCO 341.","3","Guiseppe Getto",20,0
"EGR","TCO 341.","4","Philip Gallagher",20,5
"EGR","TCO 363.","1","Hannah Nabi",20,13
"EGR","TCO 421.","1","Pam Brewer",20,11
"EGR","TCO 480.","1","Pam Brewer",20,16
"EGR","TCO 499.","2","Bremen Vance",15,13
"MUS","MUS 105.","1","Christopher Schmitz",23,12
"MUS","MUS 105.","2","Valencio Jackson Jr.",23,7
"MUS","MUS 109.","2","Gail Pollock",8,1
"MUS","MUS 109.","3","Gail Pollock",8,1
"MUS","MUS 109.","4","Gail Pollock",8,1
"MUS","MUS 111.","1","Christopher Schmitz",15,8
"MUS","MUS 111.","2","Montgomery Cole",15,5
"MUS","MUS 111.","3","Kyung-A Yoo",15,4
"MUS","MUS 121.","1","Kyung-A Yoo",10,10
"MUS","MUS 139.","1","Jack Mitchener",10,6
"MUS","MUS 151.","1","Marcus Reddick",24,14
"MUS","MUS 151.","2","Marcus Reddick",60,43
"MUS","MUS 151.","3","Nathan Myrick",24,1
"MUS","MUS 152.","1","Montgomery Cole",25,25
"MUS","MUS 154A","1","Richard Kosowski",25,17
"MUS","MUS 160.","1","Martha Malone",10,10
"MUS","MUS 160.","2","Richard Kosowski",10,4
"MUS","MUS 160.","3","Marie Roberts",10,10
"MUS","MUS 161.","1","Kyung-A Yoo",10,10
"MUS","MUS 161.","2","Ian Altman",10,10
"MUS","MUS 161.","3","Robert McReynolds",10,10
"MUS","MUS 162.","1","Jack Mitchener",10,7
"MUS","MUS 163A","1","Kelly Via",25,22
"MUS","MUS 163B","1","Adrian Gnam",25,24
"MUS","MUS 163C","1","Adrian Gnam",25,25
"MUS","MUS 163D","1","Montgomery Cole",25,25
"MUS","MUS 163D","2","Brittan Braddock",8,8
"MUS","MUS 163E","1","Montgomery Cole",25,23
"MUS","MUS 163J","1","Jonathan Swygert",25,25
"MUS","MUS 163K","1","Jay Hanselman",10,9
"MUS","MUS 163L","1","James English",10,10
"MUS","MUS 163M","1","Nathan Gay",10,10
"MUS","MUS 163N","1","Nathan Gay",10,8
"MUS","MUS 163R","1","Marcus Reddick",10,9
"MUS","MUS 163T","1","Calista Koch",10,10
"MUS","MUS 163V","1","Terence Cantwell",8,8
"MUS","MUS 169.","1","Jack Mitchener",10,10
"MUS","MUS 16CW","1","Amy Moretti",10,8
"MUS","MUS 16CX","1","Rebecca Albers",10,8
"MUS","MUS 16CY","1","Julia Albers",10,10
"MUS","MUS 16CZ","1","Daniel Tosky",10,10
"MUS","MUS 170.","1","Martha Malone",10,10
"MUS","MUS 170.","2","Richard Kosowski",10,6
"MUS","MUS 170.","3","Marie Roberts",10,7
"MUS","MUS 170.","5","Kyung-A Yoo",10,8
"MUS","MUS 170.","6","Ian Altman",10,4
"MUS","MUS 170.","7","Robert McReynolds",10,10
"MUS","MUS 170.","8","Jack Mitchener",10,10
"MUS","MUS 170.","9","Kelly Via",10,7
"MUS","MUS 170.","10","Adrian Gnam",10,9
"MUS","MUS 170.","11","Adrian Gnam",10,8
"MUS","MUS 170.","12","Montgomery Cole",10,6
"MUS","MUS 170.","13","Jonathan Swygert",10,5
"MUS","MUS 170.","14","Jay Hanselman",10,10
"MUS","MUS 170.","15","James English",10,7
"MUS","MUS 170.","16","Nathan Gay",10,6
"MUS","MUS 170.","17","Marcus Reddick",10,6
"MUS","MUS 170.","18","Calista Koch",10,8
"MUS","MUS 170.","20","Terence Cantwell",10,9
"MUS","MUS 180.","1","Amy Moretti",30,17
"MUS","MUS 181.","1","Terence Cantwell",8,6
"MUS","MUS 182.","1","Stanley Roberts",50,13
"MUS","MUS 183.","1","Stanley Roberts",100,71
"MUS","MUS 184.","1","Kelly Via",50,43
"MUS","MUS 185.","1","Montgomery Cole",25,20
"MUS","MUS 186.","1","Nathan Gay",50,50
"MUS","MUS 187.","1","Montgomery Cole",50,50
"MUS","MUS 188.","1","Marcus Reddick",50,47
"MUS","MUS 188.","2","Marcus Reddick",50,50
"MUS","MUS 189.","1","Montgomery Cole",50,50
"MUS","MUS 189.","2","Montgomery Cole",50,50
"MUS","MUS 191.","1","Brittan Braddock",100,57
"MUS","MUS 192.","1","Jeffrey Turner",50,34
"MUS","MUS 195.","6","Nathan Gay",150,48
"MUS","MUS 196.","1","Martha Malone",25,23
"MUS","MUS 197.","1","Stanley Roberts",50,15
"MUS","MUS 201.","1","Kathryn Rios",23,0
"MUS","MUS 209.","1","Ian Altman",8,6
"MUS","MUS 209.","2","Ian Altman",8,0
"MUS","MUS 209.","3","Ian Altman",8,6
"MUS","MUS 213.","1","Jack Mitchener",15,15
"MUS","MUS 216.","1","Brittan Braddock",30,26
"MUS","MUS 221.","1","Montgomery Cole",15,4
"MUS","MUS 241.","1","Robert McReynolds",30,30
"MUS","MUS 245.","1","Ian Altman",15,15
"MUS","MUS 254.","1","Robert McReynolds",12,3
"MUS","MUS 254.","2","Robert McReynolds",12,1
"MUS","MUS 256.","1","Christopher Schmitz",23,2
"MUS","MUS 258.","1","Christopher Schmitz",25,21
"MUS","MUS 260.","1","Martha Malone",10,9
"MUS","MUS 260.","2","Richard Kosowski",10,9
"MUS","MUS 260.","3","Marie Roberts",10,9
"MUS","MUS 261.","1","Kyung-A Yoo",10,10
"MUS","MUS 261.","2","Ian Altman",10,9
"MUS","MUS 261.","3","Robert McReynolds",10,10
"MUS","MUS 262.","1","Jack Mitchener",10,10
"MUS","MUS 263A","1","Kelly Via",25,24
"MUS","MUS 263B","1","Adrian Gnam",25,24
"MUS","MUS 263C","1","Adrian Gnam",25,25
"MUS","MUS 263D","1","Montgomery Cole",25,22
"MUS","MUS 263D","2","Brittan Braddock",8,8
"MUS","MUS 263E","1","Montgomery Cole",25,25
"MUS","MUS 263J","1","Jonathan Swygert",10,9
"MUS","MUS 263K","1","Jay Hanselman",10,10
"MUS","MUS 263L","1","James English",10,9
"MUS","MUS 263M","1","Nathan Gay",10,9
"MUS","MUS 263N","1","Nathan Gay",10,10
"MUS","MUS 263R","1","Marcus Reddick",10,10
"MUS","MUS 263T","1","Calista Koch",10,10
"MUS","MUS 263V","1","Terence Cantwell",10,9
"MUS","MUS 265.","1","Martha Malone",10,10
"MUS","MUS 265.","2","Richard Kosowski",10,10
"MUS","MUS 265.","3","Marie Roberts",10,10
"MUS","MUS 266.","1","Kyung-A Yoo",10,10
"MUS","MUS 266.","2","Ian Altman",10,10
"MUS","MUS 266.","3","Robert McReynolds",10,10
"MUS","MUS 267.","1","Jack Mitchener",10,9
"MUS","MUS 268A","1","Kelly Via",25,25
"MUS","MUS 268B","1","Adrian Gnam",25,25
"MUS","MUS 268C","1","Adrian Gnam",25,25
"MUS","MUS 268D","1","Montgomery Cole",25,25
"MUS","MUS 268D","2","Brittan Braddock",8,8
"MUS","MUS 268E","1","Montgomery Cole",25,25
"MUS","MUS 268J","1","Jonathan Swygert",10,10
"MUS","MUS 268K","1","Jay Hanselman",10,10
"MUS","MUS 268L","1","James English",10,10
"MUS","MUS 268M","1","Nathan Gay",10,10
"MUS","MUS 268N","1","Nathan Gay",10,10
"MUS","MUS 268R","1","Marcus Reddick",10,10
"MUS","MUS 268T","1","Calista Koch",10,10
"MUS","MUS 268V","1","Terence Cantwell",10,10
"MUS","MUS 269.","1","Jack Mitchener",10,10
"MUS","MUS 26CW","1","Amy Moretti",10,7
"MUS","MUS 26CX","1","Rebecca Albers",10,9
"MUS","MUS 26CY","1","Julia Albers",10,6
"MUS","MUS 26CZ","1","Daniel Tosky",10,9
"MUS","MUS 271.","1","Jack Mitchener",10,10
"MUS","MUS 278.","1","Christopher Schmitz",20,19
"MUS","MUS 311.","1","Ian Altman",25,23
"MUS","MUS 313.","1","Jack Mitchener",30,30
"MUS","MUS 316.","1","Amy Moretti",15,12
"MUS","MUS 316.","2","Calista Koch",15,13
"MUS","MUS 336.","1","Robert McReynolds",25,25
"MUS","MUS 338.","1","Christopher Schmitz",20,20
"MUS","MUS 340.","1","Stanley Roberts",30,14
"MUS","MUS 360.","1","Martha Malone",10,8
"MUS","MUS 360.","2","Richard Kosowski",10,10
"MUS","MUS 360.","3","Marie Roberts",10,7
"MUS","MUS 361.","1","Kyung-A Yoo",10,10
"MUS","MUS 361.","2","Ian Altman",10,9
"MUS","MUS 361.","3","Robert McReynolds",10,10
"MUS","MUS 362.","1","Jack Mitchener",10,10
"MUS","MUS 363A","1","Kelly Via",25,25
"MUS","MUS 363B","1","Adrian Gnam",25,25
"MUS","MUS 363C","1","Adrian Gnam",25,25
"MUS","MUS 363D","1","Montgomery Cole",25,24
"MUS","MUS 363D","2","Brittan Braddock",8,8
"MUS","MUS 363E","1","Montgomery Cole",25,24
"MUS","MUS 363J","1","Jonathan Swygert",10,10
"MUS","MUS 363K","1","Jay Hanselman",10,10
"MUS","MUS 363L","1","James English",10,10
"MUS","MUS 363M","1","Nathan Gay",10,10
"MUS","MUS 363N","1","Nathan Gay",10,10
"MUS","MUS 363R","1","Marcus Reddick",10,10
"MUS","MUS 363T","1","Calista Koch",10,10
"MUS","MUS 363V","1","Terence Cantwell",8,8
"MUS","MUS 365.","1","Martha Malone",10,10
"MUS","MUS 365.","2","Richard Kosowski",10,10
"MUS","MUS 365.","3","Marie Roberts",10,10
"MUS","MUS 366.","1","Kyung-A Yoo",10,10
"MUS","MUS 366.","2","Ian Altman",10,9
"MUS","MUS 366.","3","Robert McReynolds",10,10
"MUS","MUS 367.","1","Jack Mitchener",10,10
"MUS","MUS 368A","1","Kelly Via",25,25
"MUS","MUS 368B","1","Adrian Gnam",25,25
"MUS","MUS 368C","1","Adrian Gnam",25,25
"MUS","MUS 368D","1","Montgomery Cole",25,25
"MUS","MUS 368D","2","Brittan Braddock",8,8
"MUS","MUS 368E","1","Montgomery Cole",25,25
"MUS","MUS 368J","1","Jonathan Swygert",10,10
"MUS","MUS 368K","1","Jay Hanselman",10,10
"MUS","MUS 368L","1","James English",10,10
"MUS","MUS 368M","1","Nathan Gay",10,10
"MUS","MUS 368N","1","Nathan Gay",10,10
"MUS","MUS 368R","1","Marcus Reddick",10,10
"MUS","MUS 368T","1","Calista Koch",10,10
"MUS","MUS 368V","1","Terence Cantwell",10,10
"MUS","MUS 369.","1","Jack Mitchener",10,10
"MUS","MUS 36CW","1","Amy Moretti",10,9
"MUS","MUS 36CX","1","Rebecca Albers",10,10
"MUS","MUS 36CY","1","Julia Albers",10,10
"MUS","MUS 36CZ","1","Daniel Tosky",10,10
"MUS","MUS 371.","1","Jack Mitchener",10,10
"MUS","MUS 402.","1","Kathryn Rios",50,40
"MUS","MUS 460.","1","Martha Malone",10,10
"MUS","MUS 460.","2","Richard Kosowski",10,10
"MUS","MUS 460.","3","Marie Roberts",10,9
"MUS","MUS 461.","1","Kyung-A Yoo",10,9
"MUS","MUS 461.","2","Ian Altman",10,10
"MUS","MUS 461.","3","Robert McReynolds",10,10
"MUS","MUS 462.","1","Jack Mitchener",10,10
"MUS","MUS 463A","1","Kelly Via",25,25
"MUS","MUS 463B","1","Adrian Gnam",25,25
"MUS","MUS 463C","1","Adrian Gnam",25,25
"MUS","MUS 463D","1","Montgomery Cole",25,25
"MUS","MUS 463D","2","Brittan Braddock",8,8
"MUS","MUS 463E","1","Montgomery Cole",25,25
"MUS","MUS 463J","1","Jonathan Swygert",10,10
"MUS","MUS 463K","1","Jay Hanselman",10,10
"MUS","MUS 463L","1","James English",10,9
"MUS","MUS 463M","1","Nathan Gay",10,10
"MUS","MUS 463N","1","Nathan Gay",10,10
"MUS","MUS 463R","1","Marcus Reddick",10,10
"MUS","MUS 463T","1","Calista Koch",10,10
"MUS","MUS 463V","1","Terence Cantwell",8,8
"MUS","MUS 465.","1","Martha Malone",10,10
"MUS","MUS 465.","2","Richard Kosowski",10,10
"MUS","MUS 465.","3","Marie Roberts",10,10
"MUS","MUS 466.","1","Kyung-A Yoo",10,10
"MUS","MUS 466.","2","Ian Altman",10,10
"MUS","MUS 466.","3","Robert McReynolds",10,10
"MUS","MUS 467.","1","Jack Mitchener",10,9
"MUS","MUS 468A","1","Kelly Via",25,25
"MUS","MUS 468B","1","Adrian Gnam",25,25
"MUS","MUS 468C","1","Adrian Gnam",25,25
"MUS","MUS 468D","1","Montgomery Cole",25,25
"MUS","MUS 468D","2","Brittan Braddock",8,8
"MUS","MUS 468E","1","Montgomery Cole",25,25
"MUS","MUS 468J","1","Jonathan Swygert",10,10
"MUS","MUS 468K","1","Jay Hanselman",10,10
"MUS","MUS 468L","1","James English",10,10
"MUS","MUS 468M","1","Nathan Gay",10,10
"MUS","MUS 468N","1","Nathan Gay",10,10
"MUS","MUS 468R","1","Marcus Reddick",10,10
"MUS","MUS 468T","1","Calista Koch",10,8
"MUS","MUS 468V","1","Terence Cantwell",8,8
"MUS","MUS 469.","1","Jack Mitchener",10,10
"MUS","MUS 46CW","1","Amy Moretti",10,7
"MUS","MUS 46CX","1","Rebecca Albers",10,9
"MUS","MUS 46CY","1","Julia Albers",10,9
"MUS","MUS 46CZ","1","Daniel Tosky",10,10
"MUS","MUS 471.","1","Jack Mitchener",10,10
"MUS","MUS 474.","1","Jeremy Williams",15,11
"MUS","MUS 479.","1","Janet Jarriel",15,4
"MUS","MUS 480.","1","Amy Moretti",15,13
"MUS","MUS 480.","2","Amy Moretti",26,25
"MUS","MUS 480.","4","Stanley Roberts",10,10
"MUS","MUS 480.","5","Robert McReynolds",10,8
"MUS","MUS 480.","6","Calista Koch",15,12
"MUS","MUS 480.","9","Nathan Myrick",5,2
"MUS","MUS PRJ.","1","Douglas Hill",10,10
"MUS","MUS REA.","1","Douglas Hill",10,10
